step,timestamp,coverage,known_cells,total_cells,cov_trace,pos_x,pos_y,altitude,frontier_count,nearest_frontier_dist,loop_closures,tracking_lost_events,new_cells,note
1014,1776111437.438452,0.1091,3388,31050,2.968342,-7.458,-1.847,1.072,0,-1,529,0,0,perturb
1015,1776111439.4525456,0.1091,3388,31050,2.971142,-7.869,-2.156,1.145,0,-1,529,0,0,perturb
1016,1776111441.4751003,0.1091,3388,31050,2.971142,-7.453,-2.245,1.122,0,-1,529,0,0,perturb
1017,1776111443.4882486,0.1091,3388,31050,2.973982,-7.787,-1.912,1.106,0,-1,529,0,0,perturb
1018,1776111445.4971058,0.1093,3393,31050,2.977726,-7.879,-2.34,1.051,0,-1,529,0,5,perturb
1019,1776111447.5144806,0.1093,3393,31050,2.977726,-7.518,-2.093,1.014,0,-1,529,0,0,perturb
1020,1776111449.5353043,0.1093,3393,31050,2.979237,-7.907,-2.019,0.991,0,-1,529,0,0,perturb
1021,1776111452.9566462,0.1096,3404,31050,2.981807,-7.413,-2.272,0.958,0,-1,529,0,11,perturb
1022,1776111457.1418304,0.1099,3411,31050,2.985739,-7.878,-2.174,0.947,0,-1,529,0,7,itpf_h-180
1023,1776111461.3465319,0.1101,3420,31050,2.987474,-8.008,-2.105,0.997,0,-1,529,0,9,itpf_h-180
1024,1776111464.1995733,0.1101,3420,31050,2.987474,-8.031,-2.124,1.012,0,-1,529,0,0,itpf_h-180
1025,1776111466.3373077,0.1101,3420,31050,2.988168,-8.072,-2.147,1.005,0,-1,529,0,0,itpf_h-180
1026,1776111468.5119731,0.1101,3420,31050,2.988168,-8.044,-2.235,1.025,0,-1,529,0,0,itpf_h-180
1027,1776111470.6917892,0.1101,3420,31050,2.988701,-8.039,-2.22,1.077,0,-1,529,0,0,itpf_h-180
1028,1776111472.9508047,0.1101,3420,31050,2.988701,-8.05,-2.188,1.064,0,-1,529,0,0,itpf_h-180
1029,1776111475.1838467,0.1101,3420,31050,2.988701,-8.038,-2.194,1.065,0,-1,529,0,0,itpf_h-180
1030,1776111477.4772358,0.1101,3420,31050,2.989085,-7.984,-2.153,1.12,0,-1,529,0,0,itpf_h-180
1031,1776111479.6867974,0.1101,3420,31050,2.989762,-7.98,-2.135,1.149,0,-1,529,0,0,itpf_h-180
1032,1776111481.8961449,0.1101,3420,31050,2.990172,-7.96,-2.11,1.224,0,-1,529,0,0,itpf_h-180
1033,1776111484.1048746,0.1101,3420,31050,2.990172,-7.921,-2.208,1.205,0,-1,529,0,0,itpf_h-180
1034,1776111486.3352594,0.1101,3420,31050,2.990768,-8.042,-2.21,1.232,0,-1,529,0,0,itpf_h-180
1035,1776111488.57185,0.1101,3420,31050,2.990768,-8.035,-2.233,1.2,0,-1,529,0,0,itpf_h-180
1036,1776111490.749895,0.1101,3420,31050,2.990768,-8.062,-2.206,1.258,0,-1,529,0,0,itpf_h-180
1037,1776111492.940591,0.1101,3420,31050,2.990768,-7.995,-2.173,1.226,0,-1,529,0,0,itpf_h-180
1038,1776111495.1701453,0.1101,3420,31050,2.991803,-8.035,-2.183,1.25,0,-1,529,0,0,itpf_h-180
1039,1776111497.3908594,0.1101,3420,31050,2.991803,-8.051,-2.155,1.147,0,-1,529,0,0,itpf_h-180
1040,1776111499.6308382,0.1101,3420,31050,2.991803,-7.984,-2.133,1.17,0,-1,529,0,0,itpf_h-180
1041,1776111501.8082108,0.1101,3420,31050,2.991803,-7.972,-2.097,1.164,0,-1,529,0,0,itpf_h-180
1042,1776111504.0603468,0.1101,3420,31050,2.991803,-7.963,-2.101,1.208,0,-1,529,0,0,itpf_h-180
1043,1776111506.3077385,0.1101,3420,31050,2.993015,-7.985,-2.071,1.215,0,-1,529,0,0,itpf_h-180
1044,1776111508.490556,0.1101,3420,31050,2.993015,-7.95,-2.123,1.211,0,-1,529,0,0,itpf_h-180
1045,1776111510.6790829,0.1101,3420,31050,2.993015,-8.04,-2.085,1.309,0,-1,529,0,0,itpf_h-180
1046,1776111512.956868,0.1101,3420,31050,2.993626,-8.024,-2.131,1.324,0,-1,529,0,0,itpf_h-180
1047,1776111515.1253808,0.1101,3420,31050,2.994933,-8.047,-2.163,1.384,0,-1,529,0,0,itpf_h-180
1048,1776111517.2795982,0.1101,3420,31050,2.994933,-8.037,-2.18,1.39,0,-1,529,0,0,itpf_h-180
1049,1776111519.4763706,0.1203,3734,31050,3.30832,-7.949,-2.159,1.429,0,-1,529,0,314,itpf_h-180
1050,1776111523.4922962,0.1203,3734,31050,3.310522,-8.049,-2.174,1.42,0,-1,529,0,0,itpf_h-180
1051,1776111527.2480648,0.1203,3734,31050,3.310522,-8.016,-2.238,1.345,0,-1,529,0,0,itpf_h-180
1052,1776111529.4651175,0.1203,3734,31050,3.313059,-8.058,-2.249,1.317,0,-1,529,0,0,itpf_h-180
1053,1776111531.7051105,0.1203,3734,31050,3.313059,-7.912,-2.298,1.291,0,-1,529,0,0,itpf_h-180
1054,1776111533.721174,0.1203,3734,31050,3.313059,-7.922,-1.868,1.303,0,-1,529,0,0,perturb
1055,1776111535.7424603,0.1203,3734,31050,3.314226,-7.982,-2.208,1.339,0,-1,529,0,0,perturb
1056,1776111537.7543652,0.1203,3734,31050,3.31722,-7.548,-2.284,1.416,0,-1,529,0,0,perturb
1057,1776111540.3650987,0.1203,3734,31050,3.31722,-7.689,-1.944,1.424,0,-1,529,0,0,perturb
1058,1776111543.9942248,0.1203,3734,31050,3.320531,-7.665,-2.266,1.405,0,-1,529,0,0,perturb
1059,1776111546.4095998,0.1203,3734,31050,3.326907,-7.335,-2.048,1.406,0,-1,529,0,0,perturb
1060,1776111548.6303773,0.1203,3734,31050,3.330673,-7.768,-1.985,1.407,0,-1,529,0,0,perturb
1061,1776111552.6566696,0.1203,3734,31050,3.334963,-7.58,-2.275,1.426,0,-1,529,0,0,perturb
1062,1776111556.6825652,0.1203,3734,31050,3.340921,-7.627,-1.801,1.429,0,-1,529,0,0,perturb
1063,1776111560.7008998,0.1203,3734,31050,3.351939,-7.927,-2.096,1.448,0,-1,529,0,0,perturb
1064,1776111564.7329926,0.1203,3734,31050,3.357202,-7.613,-2.249,1.48,0,-1,529,0,0,perturb
1065,1776111568.7522707,0.1203,3734,31050,3.362611,-7.835,-1.827,1.527,0,-1,529,0,0,perturb
1066,1776111572.7762978,0.1148,3563,31050,3.001747,-7.71,-2.249,1.465,0,-1,530,0,0,perturb
1067,1776111576.7949092,0.1146,3558,31050,3.109476,-7.513,-1.983,1.557,0,-1,531,0,0,perturb
1068,1776111581.0207806,0.1147,3561,31050,3.167073,-7.953,-1.96,1.497,0,-1,532,0,3,itpf_h-180
1069,1776111585.3039927,0.1147,3561,31050,3.181528,-8.07,-1.925,1.477,0,-1,532,0,0,itpf_h-180
1070,1776111589.4872324,0.1147,3561,31050,3.188567,-8.105,-2.014,1.437,0,-1,532,0,0,itpf_h-180
1071,1776111593.7279515,0.1147,3561,31050,3.193987,-8.042,-2.04,1.409,0,-1,532,0,0,itpf_h-180
1072,1776111596.2794373,0.1147,3561,31050,3.193987,-8.007,-2.065,1.385,0,-1,532,0,0,itpf_h-180
1073,1776111598.5007582,0.1147,3561,31050,3.193987,-7.995,-2.076,1.421,0,-1,532,0,0,itpf_h-180
1074,1776111602.7498872,0.1147,3561,31050,3.193987,-7.99,-2.084,1.403,0,-1,532,0,0,itpf_h-180
1075,1776111605.2058063,0.1147,3561,31050,3.202491,-8.02,-2.032,1.411,0,-1,532,0,0,itpf_h-180
1076,1776111608.218401,0.1147,3561,31050,3.202491,-8.029,-2.088,1.469,0,-1,532,0,0,itpf_h-180
1077,1776111612.449968,0.1147,3561,31050,3.213387,-8.054,-2.216,1.397,0,-1,532,0,0,itpf_h-180
1078,1776111614.5753875,0.1147,3561,31050,3.213387,-8.016,-2.172,1.335,0,-1,532,0,0,itpf_h-180
1079,1776111616.7753026,0.1147,3561,31050,3.217828,-7.972,-2.184,1.321,0,-1,532,0,0,itpf_h-180
1080,1776111619.0170262,0.1147,3561,31050,3.223186,-8.006,-2.174,1.293,0,-1,532,0,0,itpf_h-180
1081,1776111621.206659,0.1147,3561,31050,3.223186,-7.926,-2.189,1.339,0,-1,532,0,0,itpf_h-180
1082,1776111623.3744733,0.1147,3561,31050,3.22776,-7.926,-2.159,1.296,0,-1,532,0,0,itpf_h-180
1083,1776111625.6427119,0.1147,3561,31050,3.2321,-7.923,-2.228,1.257,0,-1,532,0,0,itpf_h-180
1084,1776111627.8718889,0.1147,3561,31050,3.2321,-8.036,-2.218,1.256,0,-1,532,0,0,itpf_h-180
1085,1776111630.0884013,0.1147,3561,31050,3.236345,-7.925,-2.245,1.203,0,-1,532,0,0,itpf_h-180
1086,1776111632.2554758,0.1147,3561,31050,3.236345,-7.94,-2.279,1.218,0,-1,532,0,0,itpf_h-180
1087,1776111634.477899,0.1147,3561,31050,3.120005,-7.943,-2.317,1.202,0,-1,532,0,0,itpf_h-180
1088,1776111636.6567197,0.1147,3561,31050,3.120005,-7.993,-2.32,1.207,0,-1,532,0,0,itpf_h-180
1089,1776111638.8458996,0.1147,3561,31050,3.217281,-8.039,-2.303,1.247,0,-1,532,0,0,itpf_h-180
1090,1776111640.9839656,0.1147,3561,31050,3.217281,-8.008,-2.329,1.255,0,-1,532,0,0,itpf_h-180
1091,1776111643.1594179,0.1147,3561,31050,3.217281,-8.01,-2.329,1.269,0,-1,532,0,0,itpf_h-180
1092,1776111645.3272593,0.1147,3561,31050,3.217281,-7.924,-2.302,1.237,0,-1,532,0,0,itpf_h-180
1093,1776111647.4789553,0.1147,3561,31050,3.217281,-8.027,-2.238,1.218,0,-1,532,0,0,itpf_h-180
1094,1776111649.6324522,0.1147,3561,31050,3.217281,-8.018,-2.283,1.245,0,-1,532,0,0,itpf_h-180
1095,1776111651.8191385,0.1147,3561,31050,3.218872,-7.962,-2.28,1.206,0,-1,532,0,0,itpf_h-180
1096,1776111654.0241942,0.1147,3561,31050,3.22111,-7.954,-2.248,1.146,0,-1,532,0,0,itpf_h-180
1097,1776111656.1718323,0.1147,3561,31050,3.22111,-7.993,-2.262,1.13,0,-1,532,0,0,itpf_h-180
1098,1776111658.3550146,0.1147,3561,31050,3.222342,-8.039,-2.248,1.136,0,-1,532,0,0,itpf_h-180
1099,1776111660.377284,0.1147,3561,31050,3.222342,-8.029,-2.284,1.155,0,-1,532,0,0,perturb
1100,1776111662.391558,0.1147,3561,31050,3.222342,-7.746,-2.593,1.143,0,-1,532,0,0,perturb
1101,1776111664.4120228,0.1147,3561,31050,3.222342,-7.8,-2.114,1.178,0,-1,532,0,0,perturb
1102,1776111666.4306905,0.1147,3561,31050,3.222342,-8.0,-2.328,1.121,0,-1,532,0,0,perturb
1103,1776111668.4429653,0.1147,3562,31050,3.139372,-7.561,-2.353,1.138,0,-1,532,0,1,perturb
1104,1776111670.4565775,0.1147,3562,31050,3.150673,-7.908,-1.967,1.184,0,-1,532,0,0,perturb
1105,1776111672.4757524,0.1147,3562,31050,3.150673,-7.918,-2.358,1.091,0,-1,532,0,0,perturb
1106,1776111674.4903727,0.1147,3562,31050,3.123512,-7.541,-2.059,1.085,0,-1,532,0,0,perturb
1107,1776111676.51692,0.1147,3562,31050,3.196218,-7.91,-1.997,1.136,0,-1,532,0,0,perturb
1108,1776111678.5313125,0.1147,3562,31050,3.200639,-7.617,-2.31,1.11,0,-1,532,0,0,perturb
1109,1776111680.5444014,0.1147,3562,31050,3.203693,-7.509,-1.899,1.137,0,-1,532,0,0,perturb
1110,1776111682.5590777,0.1147,3562,31050,3.203693,-7.896,-2.187,1.153,0,-1,532,0,0,perturb
1111,1776111684.572117,0.1147,3561,31050,2.879297,-7.485,-2.273,1.193,0,-1,532,0,0,perturb
1112,1776111686.5869133,0.1147,3561,31050,2.879297,-7.875,-1.993,1.178,0,-1,532,0,0,perturb
1113,1776111688.6077147,0.1147,3561,31050,2.882222,-7.982,-2.434,1.193,0,-1,532,0,0,perturb
1114,1776111690.6244476,0.1147,3561,31050,2.885908,-7.641,-2.235,1.176,0,-1,532,0,0,perturb
1115,1776111692.6430175,0.1147,3561,31050,3.188859,-7.959,-2.188,1.157,0,-1,532,0,0,perturb
1116,1776111694.6661851,0.1147,3561,31050,3.188859,-7.621,-2.54,1.139,0,-1,533,0,0,perturb
1117,1776111696.6840467,0.1147,3561,31050,3.198008,-7.542,-2.121,1.179,0,-1,533,0,0,perturb
1118,1776111698.7027268,0.1147,3561,31050,2.990099,-7.9,-2.431,1.206,0,-1,534,0,0,perturb
1119,1776111700.714336,0.1147,3561,31050,2.990099,-7.453,-2.467,1.187,0,-1,534,0,0,perturb
1120,1776111702.726823,0.1147,3561,31050,3.165918,-7.779,-2.147,1.19,0,-1,535,0,0,perturb
1121,1776111704.7378087,0.1147,3561,31050,2.917648,-7.797,-2.503,1.175,0,-1,536,0,0,perturb
1122,1776111706.754577,0.1147,3561,31050,2.917648,-7.491,-2.19,1.225,0,-1,536,0,0,perturb
1123,1776111708.773594,0.1147,3561,31050,2.920906,-7.939,-2.136,1.259,0,-1,536,0,0,perturb
1124,1776111710.7913015,0.1147,3561,31050,2.923838,-7.62,-2.465,1.253,0,-1,536,0,0,perturb
1125,1776111712.8061917,0.1147,3561,31050,3.183433,-7.539,-2.012,1.219,0,-1,536,0,0,perturb
1126,1776111714.827057,0.1145,3556,31050,3.183433,-7.858,-2.236,1.221,0,-1,537,0,0,perturb
1127,1776111716.846819,0.1145,3556,31050,2.910146,-7.41,-2.251,1.19,0,-1,538,0,0,perturb
1128,1776111718.8628235,0.1145,3556,31050,3.093886,-7.688,-1.912,1.134,0,-1,539,0,0,perturb
1129,1776111720.8795123,0.1145,3556,31050,3.093886,-7.768,-2.323,1.163,0,-1,539,0,0,perturb
1130,1776111722.896725,0.1145,3556,31050,3.096204,-7.503,-2.115,1.179,0,-1,539,0,0,perturb
1131,1776111724.9120195,0.1146,3557,31050,3.145532,-7.948,-2.08,1.196,0,-1,540,0,1,perturb
1132,1776111726.9212184,0.1146,3557,31050,3.03033,-7.651,-2.374,1.143,0,-1,541,0,0,perturb
1133,1776111728.9424496,0.1146,3557,31050,3.03033,-7.627,-1.947,1.126,0,-1,541,0,0,perturb
1134,1776111730.9604907,0.1146,3557,31050,3.043531,-7.963,-2.215,1.176,0,-1,542,0,0,perturb
1135,1776111732.9776924,0.1146,3557,31050,3.048523,-7.504,-2.256,1.198,0,-1,543,0,0,perturb
1136,1776111734.9910607,0.1146,3557,31050,3.048523,-7.799,-1.974,1.131,0,-1,543,0,0,perturb
1137,1776111737.0077143,0.1146,3557,31050,3.032469,-7.874,-2.373,1.129,0,-1,544,0,0,perturb
1138,1776111739.0258162,0.1146,3557,31050,3.118234,-7.511,-2.159,1.097,0,-1,545,0,0,perturb
1139,1776111741.035362,0.1146,3557,31050,3.118234,-7.873,-2.108,1.108,0,-1,545,0,0,perturb
1140,1776111743.0482252,0.1146,3557,31050,3.164827,-7.55,-2.454,1.122,0,-1,546,0,0,perturb
1141,1776111745.0618927,0.1146,3557,31050,3.122828,-7.424,-2.017,1.141,0,-1,547,0,0,perturb
1142,1776111747.0804927,0.1146,3557,31050,3.122828,-7.728,-2.299,1.067,0,-1,547,0,0,perturb
1143,1776111749.0940971,0.1145,3556,31050,2.818757,-7.254,-2.357,1.042,0,-1,547,0,0,perturb
1144,1776111751.113597,0.1145,3556,31050,2.818757,-7.488,-2.031,1.034,0,-1,547,0,0,perturb
1145,1776111753.1244314,0.1145,3556,31050,2.770203,-7.558,-2.466,0.987,0,-1,547,0,0,perturb
1146,1776111755.738002,0.1145,3556,31050,2.886746,-7.195,-2.196,1.027,0,-1,548,0,0,perturb
1147,1776111757.7582214,0.1145,3556,31050,2.886746,-7.607,-2.114,1.07,0,-1,548,0,0,perturb
1148,1776111759.7803545,0.1145,3556,31050,2.771484,-7.363,-2.502,1.063,0,-1,549,0,0,perturb
1149,1776111761.7917023,0.1145,3556,31050,3.025123,-7.247,-2.091,1.092,0,-1,550,0,0,perturb
1150,1776111763.806265,0.1145,3556,31050,2.745862,-7.545,-2.379,1.073,0,-1,551,0,0,perturb
1151,1776111765.8207555,0.1145,3556,31050,2.745862,-7.001,-2.443,1.102,0,-1,551,0,0,perturb
1152,1776111767.833177,0.1145,3556,31050,2.888744,-7.299,-2.135,1.111,0,-1,552,0,0,perturb
1153,1776111769.8469334,0.1145,3556,31050,2.629435,-7.313,-2.523,1.109,0,-1,553,0,0,perturb
1154,1776111771.8614933,0.1145,3556,31050,2.629435,-6.927,-2.215,1.139,0,-1,553,0,0,perturb
1155,1776111773.8754327,0.1145,3556,31050,2.801954,-7.364,-2.195,1.097,0,-1,554,0,0,perturb
1156,1776111775.896017,0.1145,3556,31050,2.644441,-7.069,-2.556,1.101,0,-1,555,0,0,perturb
1157,1776111777.913592,0.1145,3556,31050,2.644441,-7.029,-2.107,1.131,0,-1,555,0,0,perturb
1158,1776111779.9250581,0.1145,3556,31050,2.692854,-7.356,-2.461,1.143,0,-1,556,0,0,perturb
1159,1776111781.9403174,0.1145,3556,31050,2.692854,-6.947,-2.457,1.2,0,-1,556,0,0,perturb
1160,1776111783.9667006,0.1145,3556,31050,2.694489,-7.299,-2.105,1.164,0,-1,556,0,0,perturb
1161,1776111785.9842021,0.1145,3556,31050,2.694489,-7.429,-2.533,1.177,0,-1,556,0,0,perturb
1162,1776111788.002069,0.1145,3556,31050,2.673154,-7.149,-2.202,1.119,0,-1,557,0,0,perturb
1163,1776111790.0198083,0.1145,3556,31050,2.878903,-7.577,-2.19,1.111,0,-1,558,0,0,perturb
1164,1776111792.0303268,0.1145,3556,31050,2.878903,-7.202,-2.513,1.151,0,-1,558,0,0,perturb
1165,1776111794.0400314,0.1145,3556,31050,2.817238,-7.183,-2.078,1.155,0,-1,559,0,0,perturb
1166,1776111796.052671,0.1145,3556,31050,2.789057,-7.562,-2.408,1.141,0,-1,560,0,0,perturb
1167,1776111798.0631132,0.1145,3556,31050,2.789057,-7.155,-2.436,1.146,0,-1,560,0,0,perturb
1168,1776111800.0807903,0.1145,3556,31050,2.790491,-7.471,-2.115,1.129,0,-1,560,0,0,perturb
1169,1776111802.096953,0.1145,3556,31050,2.790491,-7.55,-2.517,1.157,0,-1,560,0,0,perturb
1170,1776111804.1150398,0.1145,3556,31050,2.782444,-7.213,-2.212,1.151,0,-1,561,0,0,perturb
1171,1776111806.1305037,0.1145,3556,31050,2.782444,-7.66,-2.156,1.134,0,-1,561,0,0,perturb
1172,1776111808.143127,0.1145,3556,31050,3.009006,-7.337,-2.511,1.213,0,-1,562,0,0,perturb
1173,1776111810.1599946,0.1145,3556,31050,2.950772,-7.245,-2.049,1.289,0,-1,563,0,0,perturb
1174,1776111812.1744745,0.1145,3556,31050,2.950772,-7.554,-2.308,1.281,0,-1,563,0,0,perturb
1175,1776111814.19451,0.1145,3556,31050,2.709965,-7.176,-2.338,1.309,0,-1,564,0,0,perturb
1176,1776111816.2123158,0.1145,3556,31050,2.709965,-7.463,-2.048,1.326,0,-1,564,0,0,perturb
1177,1776111818.2230322,0.1145,3556,31050,2.978939,-7.549,-2.446,1.427,0,-1,565,0,0,perturb
1178,1776111820.8352585,0.1145,3556,31050,2.978939,-7.158,-2.284,1.443,0,-1,565,0,0,perturb
1179,1776111823.453947,0.1146,3557,31050,2.977482,-7.569,-2.341,1.347,0,-1,566,0,1,perturb
1180,1776111825.4694295,0.1146,3557,31050,2.977482,-7.248,-2.71,1.435,0,-1,566,0,0,perturb
1181,1776111829.4908292,0.1146,3557,31050,2.983412,-7.14,-2.211,1.391,0,-1,566,0,0,perturb
1182,1776111831.5012372,0.1146,3557,31050,2.79442,-7.54,-2.454,1.312,0,-1,567,0,0,perturb
1183,1776111833.513328,0.1146,3557,31050,2.79442,-7.076,-2.506,1.283,0,-1,567,0,0,perturb
1184,1776111835.528706,0.1146,3557,31050,2.726117,-7.372,-2.2,1.277,0,-1,568,0,0,perturb
1185,1776111837.5420897,0.1146,3557,31050,2.726117,-7.358,-2.669,1.256,0,-1,568,0,0,perturb
1186,1776111839.5557337,0.1146,3557,31050,2.662013,-7.021,-2.376,1.264,0,-1,569,0,0,perturb
1187,1776111841.5680697,0.1146,3557,31050,2.662013,-7.458,-2.35,1.17,0,-1,569,0,0,perturb
1188,1776111843.578167,0.1146,3557,31050,2.857086,-7.2,-2.668,1.17,0,-1,570,0,0,perturb
1189,1776111845.5917494,0.1146,3557,31050,2.857086,-7.149,-2.239,1.184,0,-1,570,0,0,perturb
1190,1776111847.6050951,0.1146,3557,31050,2.931189,-7.445,-2.506,1.159,0,-1,571,0,0,perturb
1191,1776111849.6199589,0.1146,3557,31050,2.639264,-6.951,-2.617,1.083,0,-1,571,0,0,perturb
1192,1776111851.6358087,0.1146,3557,31050,2.639264,-7.214,-2.298,1.029,0,-1,572,0,0,perturb
1193,1776111853.6548774,0.1146,3557,31050,2.627201,-7.317,-2.779,1.047,0,-1,573,0,0,perturb
1194,1776111855.6726377,0.1146,3557,31050,2.627201,-6.939,-2.626,1.031,0,-1,573,0,0,perturb
1195,1776111857.6877508,0.1146,3557,31050,2.929289,-7.518,-2.62,1.102,0,-1,574,0,0,perturb
1196,1776111859.6989145,0.1146,3557,31050,2.831569,-7.24,-2.992,1.05,0,-1,575,0,0,perturb
1197,1776111861.7208245,0.1146,3557,31050,2.831569,-7.174,-2.623,1.036,0,-1,575,0,0,perturb
1198,1776111863.7375762,0.1146,3557,31050,2.908467,-7.533,-2.903,1.05,0,-1,576,0,0,perturb
1199,1776111865.751609,0.1146,3557,31050,2.908467,-7.106,-2.961,1.102,0,-1,576,0,0,perturb
1200,1776111867.768442,0.1146,3557,31050,2.994103,-7.385,-2.638,1.078,0,-1,577,0,0,perturb
1201,1776111869.7809029,0.1146,3557,31050,2.994103,-7.502,-3.104,1.066,0,-1,577,0,0,perturb
1202,1776111871.796293,0.1146,3557,31050,2.823859,-7.148,-2.799,1.124,0,-1,578,0,0,perturb
1203,1776111873.8111825,0.1146,3557,31050,2.823859,-7.61,-2.788,1.133,0,-1,578,0,0,perturb
1204,1776111875.8236296,0.1146,3557,31050,3.002962,-7.264,-3.102,1.163,0,-1,579,0,0,perturb
1205,1776111877.8375154,0.1146,3557,31050,3.095562,-7.299,-2.634,1.156,0,-1,580,0,0,perturb
1206,1776111879.8485804,0.1146,3557,31050,2.930738,-7.637,-2.938,1.151,0,-1,581,0,0,perturb
1207,1776111881.862078,0.1146,3557,31050,2.930738,-7.214,-2.981,1.121,0,-1,581,0,0,perturb
1208,1776111883.8737793,0.1146,3557,31050,3.097271,-7.486,-2.673,1.113,0,-1,582,0,0,perturb
1209,1776111885.8916974,0.1146,3557,31050,2.869524,-7.503,-3.175,1.109,0,-1,583,0,0,perturb
1210,1776111887.9052324,0.1146,3557,31050,2.869524,-7.2,-2.932,1.077,0,-1,583,0,0,perturb
1211,1776111889.9204326,0.1146,3557,31050,3.108732,-7.677,-2.899,1.111,0,-1,584,0,0,perturb
1212,1776111891.9326608,0.1146,3557,31050,3.108732,-7.338,-3.23,1.097,0,-1,584,0,0,perturb
1213,1776111893.9507837,0.1146,3557,31050,2.888144,-7.328,-2.775,1.106,0,-1,585,0,0,perturb
1214,1776111895.969822,0.1146,3557,31050,2.888144,-7.69,-3.026,1.13,0,-1,585,0,0,perturb
1215,1776111897.9907217,0.1146,3557,31050,3.079221,-7.298,-3.044,1.087,0,-1,586,0,0,perturb
1216,1776111900.004624,0.1146,3557,31050,3.209695,-7.549,-2.735,1.099,0,-1,587,0,0,perturb
1217,1776111902.01841,0.1146,3557,31050,3.209695,-7.622,-3.163,1.092,0,-1,587,0,0,perturb
1218,1776111904.0360827,0.1146,3557,31050,2.996641,-7.258,-2.907,1.116,0,-1,588,0,0,perturb
1219,1776111906.0520103,0.1146,3557,31050,3.167504,-7.712,-2.817,1.063,0,-1,588,0,0,perturb
1220,1776111908.0648732,0.1146,3557,31050,3.167504,-7.404,-3.138,1.203,0,-1,589,0,0,perturb
1221,1776111910.0753143,0.1146,3557,31050,3.144603,-7.317,-2.677,1.212,0,-1,590,0,0,perturb
1222,1776111912.0846481,0.1146,3557,31050,3.144603,-7.62,-2.896,1.228,0,-1,590,0,0,perturb
1223,1776111914.0978477,0.1146,3557,31050,3.147162,-7.22,-2.98,1.224,0,-1,590,0,0,perturb
1224,1776111916.1174073,0.1146,3557,31050,3.177719,-7.474,-2.692,1.18,0,-1,591,0,0,perturb
1225,1776111918.1277611,0.1146,3557,31050,3.177719,-7.51,-3.176,1.231,0,-1,591,0,0,perturb
1226,1776111920.1435108,0.1146,3557,31050,3.001134,-7.149,-2.953,1.162,0,-1,592,0,0,perturb
1227,1776111922.1573186,0.1146,3557,31050,3.001134,-7.516,-2.988,1.169,0,-1,592,0,0,perturb
1228,1776111924.1726198,0.1146,3557,31050,3.003259,-7.189,-3.354,1.162,0,-1,592,0,0,perturb
1229,1776111926.1911745,0.1146,3557,31050,3.003259,-7.162,-2.958,1.114,0,-1,592,0,0,perturb
1230,1776111928.203947,0.1146,3557,31050,3.064762,-7.5,-3.241,1.139,0,-1,593,0,0,perturb
1231,1776111930.2187512,0.1146,3557,31050,2.845257,-7.09,-3.291,1.131,0,-1,594,0,0,perturb
1232,1776111932.2310576,0.1146,3557,31050,2.845257,-7.482,-3.016,1.111,0,-1,594,0,0,perturb
1233,1776111934.2434704,0.1146,3557,31050,2.972157,-7.502,-3.468,1.066,0,-1,595,0,0,perturb
1234,1776111936.264201,0.1146,3557,31050,2.972157,-7.096,-3.184,1.106,0,-1,595,0,0,perturb
1235,1776111938.2794917,0.1145,3556,31050,3.116923,-7.599,-3.198,1.086,0,-1,596,0,0,perturb
1236,1776111940.289205,0.1145,3556,31050,3.116923,-7.228,-3.509,1.081,0,-1,596,0,0,perturb
1237,1776111942.3013787,0.1145,3556,31050,3.09137,-7.153,-2.99,1.049,0,-1,597,0,0,perturb
1238,1776111944.3122773,0.1145,3556,31050,3.09137,-7.485,-3.227,1.091,0,-1,597,0,0,perturb
1239,1776111946.3219488,0.1145,3554,31050,2.972202,-7.046,-3.26,1.082,0,-1,598,0,0,perturb
1240,1776111948.3378756,0.1145,3554,31050,2.972202,-7.297,-2.949,1.07,0,-1,598,0,0,perturb
1241,1776111950.3483539,0.1145,3554,31050,2.964846,-7.368,-3.413,1.093,0,-1,599,0,0,perturb
1242,1776111952.3613837,0.1145,3554,31050,2.975663,-7.094,-3.197,1.109,0,-1,600,0,0,perturb
1243,1776111954.376183,0.1145,3554,31050,2.975663,-7.411,-3.149,1.055,0,-1,600,0,0,perturb
1244,1776111956.3963425,0.1145,3554,31050,2.841167,-7.105,-3.468,0.997,0,-1,600,0,0,perturb
1245,1776111958.6129994,0.1145,3554,31050,2.841167,-7.043,-3.019,1.019,0,-1,601,0,0,perturb
1246,1776111960.629659,0.1145,3554,31050,2.95653,-7.409,-3.342,0.96,0,-1,601,0,0,perturb
1247,1776111964.6447234,0.1145,3554,31050,3.117778,-6.911,-3.4,1.026,0,-1,601,0,0,perturb
1248,1776111966.6609325,0.1145,3554,31050,3.117778,-7.176,-3.1,0.952,0,-1,601,0,0,perturb
1249,1776111970.6818097,0.1145,3554,31050,2.93537,-7.183,-3.46,1.019,0,-1,602,0,0,perturb
1250,1776111972.6959457,0.1145,3554,31050,2.93537,-6.861,-3.194,0.966,0,-1,602,0,0,perturb
1251,1776111975.3099387,0.1144,3553,31050,2.98934,-7.258,-3.077,1.002,0,-1,602,0,0,perturb
1252,1776111977.32981,0.1144,3553,31050,2.98934,-6.976,-3.355,1.053,0,-1,602,0,0,perturb
1253,1776111979.339255,0.1144,3553,31050,2.944719,-6.941,-2.964,1.101,0,-1,603,0,0,perturb
